Isolate	Category	Subsystem	Role	Contig	Start	Stop
WB8	Carbohydrates	Glycerate metabolism	D-glycerate transporter (predicted)	NZ_JBBJSM010000007.1	17716	16448
WB8	Carbohydrates	Glycerate metabolism	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSM010000008.1	58152	57277
WB8	Carbohydrates	Glycerate metabolism	Hydroxypyruvate reductase (EC 1.1.1.81)	NZ_JBBJSM010000005.1	212327	213286
WB8	Carbohydrates	Glycerate metabolism	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSM010000007.1	16435	15302
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	NZ_JBBJSM010000001.1	396696	398159
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	Malate synthase G (EC 2.3.3.9)	NZ_JBBJSM010000001.1	398304	400484
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	NZ_JBBJSM010000002.1	90977	89517
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	NZ_JBBJSM010000002.1	93445	92342
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	Serine hydroxymethyltransferase (EC 2.1.2.1)	NZ_JBBJSM010000003.1	259807	258572
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	NZ_JBBJSM010000001.1	394031	395332
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	NZ_JBBJSM010000002.1	92316	90970
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSM010000007.1	16435	15302
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	Phosphoglycolate phosphatase (EC 3.1.3.18)	NZ_JBBJSM010000007.1	187112	186447
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	NZ_JBBJSM010000001.1	395334	396692
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSM010000008.1	58152	57277
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	Hydroxypyruvate reductase (EC 1.1.1.81)	NZ_JBBJSM010000005.1	212327	213286
WB8	Carbohydrates	Photorespiration (oxidative C2 cycle)	Glycine cleavage system H protein	NZ_JBBJSM010000005.1	183322	183705
WB8	Carbohydrates	Chitin and N-acetylglucosamine utilization	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	NZ_JBBJSM010000007.1	60980	59793
WB8	Carbohydrates	Chitin and N-acetylglucosamine utilization	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	NZ_JBBJSM010000007.1	59796	59041
WB8	Carbohydrates	Chitin and N-acetylglucosamine utilization	Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family	NZ_JBBJSM010000007.1	59044	58316
WB8	Carbohydrates	Xylose utilization	Xylulose kinase (EC 2.7.1.17)	NZ_JBBJSM010000004.1	318146	316647
WB8	Carbohydrates	Xylose utilization	Xylose isomerase (EC 5.3.1.5)	NZ_JBBJSM010000004.1	319581	318253
WB8	Carbohydrates	Xylose utilization	Xylose-responsive transcription regulator, ROK family	NZ_JBBJSM010000004.1	319827	320981
WB8	Carbohydrates	D-ribose utilization	Ribokinase (EC 2.7.1.15)	NZ_JBBJSM010000006.1	179794	178874
WB8	Carbohydrates	D-ribose utilization	Ribose operon repressor	NZ_JBBJSM010000006.1	184070	183048
WB8	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSM010000008.1	58152	57277
WB8	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	D-glycerate transporter (predicted)	NZ_JBBJSM010000007.1	17716	16448
WB8	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	Sugar diacid utilization regulator SdaR	NZ_JBBJSM010000007.1	18921	17839
WB8	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSM010000007.1	16435	15302
WB8	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	D-glycerate transporter (predicted)	NZ_JBBJSM010000007.1	17716	16448
WB8	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSM010000008.1	58152	57277
WB8	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	Sugar diacid utilization regulator SdaR	NZ_JBBJSM010000007.1	18921	17839
WB8	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSM010000007.1	16435	15302
WB8	Carbohydrates	Mannose Metabolism	Mannose-6-phosphate isomerase (EC 5.3.1.8)	NZ_JBBJSM010000003.1	165544	164594
WB8	Carbohydrates	Mannose Metabolism	Phosphomannomutase (EC 5.4.2.8)	NZ_JBBJSM010000002.1	119166	118117
WB8	Carbohydrates	Fructose utilization	Fructokinase (EC 2.7.1.4)	NZ_JBBJSM010000003.1	331184	330234
WB8	Carbohydrates	Fructose utilization	Phosphotransferase system, phosphocarrier protein HPr	NZ_JBBJSM010000001.1	84066	84332
WB8	Carbohydrates	Fructose utilization	Transaldolase (EC 2.2.1.2)	NZ_JBBJSM010000003.1	275254	274610
WB8	Carbohydrates	Fructose utilization	1-phosphofructokinase (EC 2.7.1.56)	NZ_JBBJSM010000005.1	330176	331087
WB8	Carbohydrates	Fructose utilization	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	NZ_JBBJSM010000008.1	64931	63216
WB8	Carbohydrates	Fructose utilization	Transcriptional repressor of the fructose operon, DeoR family	NZ_JBBJSM010000005.1	329427	330179
WB8	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	NZ_JBBJSM010000001.1	170189	170854
WB8	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Uronate isomerase (EC 5.3.1.12)	NZ_JBBJSM010000004.1	329915	331339
WB8	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Mannonate dehydratase (EC 4.2.1.8)	NZ_JBBJSM010000004.1	331330	332412
WB8	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	D-mannonate oxidoreductase (EC 1.1.1.57)	NZ_JBBJSM010000004.1	332390	333235
WB8	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Transcriptional regulator KdgR, KDG operon repressor	NZ_JBBJSM010000001.1	401361	402128
WB8	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Alcohol dehydrogenase, zinc-containing	NZ_JBBJSM010000001.1	494932	493943
WB8	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Alpha-glucosidase (EC 3.2.1.20)	NZ_JBBJSM010000004.1	327511	329910
WB8	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Na+ dependent nucleoside transporter NupC	NZ_JBBJSM010000005.1	222359	223582
WB8	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	NZ_JBBJSM010000002.1	173703	173032
WB8	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Purine nucleoside phosphorylase (EC 2.4.2.1)	NZ_JBBJSM010000001.1	263352	264056
WB8	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	NZ_JBBJSM010000010.1	14926	16230
WB8	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Phosphopentomutase (EC 5.4.2.7)	NZ_JBBJSM010000010.1	12894	14081
WB8	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Ribokinase (EC 2.7.1.15)	NZ_JBBJSM010000006.1	179794	178874
WB8	Carbohydrates	D-gluconate and ketogluconates metabolism	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	NZ_JBBJSM010000002.1	25718	24306
WB8	Carbohydrates	D-gluconate and ketogluconates metabolism	Gluconokinase (EC 2.7.1.12)	NZ_JBBJSM010000005.1	64809	66347
WB8	Carbohydrates	D-gluconate and ketogluconates metabolism	Gluconate operon transcriptional repressor	NZ_JBBJSM010000007.1	208384	207653
WB8	Carbohydrates	D-gluconate and ketogluconates metabolism	Gluconate permease, Bsu4004 homolog	NZ_JBBJSM010000007.1	207580	206234
WB8	Carbohydrates	D-gluconate and ketogluconates metabolism	Glucose 1-dehydrogenase (EC 1.1.1.47)	NZ_JBBJSM010000001.1	312161	312946
WB8	Carbohydrates	D-gluconate and ketogluconates metabolism	2-ketogluconate kinase (EC 2.7.1.13)	NZ_JBBJSM010000001.1	167929	168876
WB8	Carbohydrates	2-Ketogluconate Utilization	2-ketogluconate transporter	NZ_JBBJSM010000001.1	168890	170170
WB8	Carbohydrates	2-Ketogluconate Utilization	2-ketogluconate utilization repressor PtxS	NZ_JBBJSM010000001.1	170910	171923
WB8	Carbohydrates	2-Ketogluconate Utilization	2-ketogluconate kinase (EC 2.7.1.13)	NZ_JBBJSM010000001.1	167929	168876
WB8	Carbohydrates	Carbon storage regulator	Carbon storage regulator	NZ_JBBJSM010000003.1	76745	76521
WB8	Carbohydrates	Glycogen metabolism	Glycogen phosphorylase (EC 2.4.1.1)	NZ_JBBJSM010000002.1	572697	570292
WB8	Carbohydrates	Glycogen metabolism	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	NZ_JBBJSM010000002.1	578276	576345
WB8	Carbohydrates	Glycogen metabolism	Glycogen biosynthesis protein GlgD, glucose-1-phosphate adenylyltransferase family	NZ_JBBJSM010000002.1	575163	574135
WB8	Carbohydrates	Glycogen metabolism	Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)	NZ_JBBJSM010000002.1	574138	572687
WB8	Carbohydrates	Glycogen metabolism	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)	NZ_JBBJSM010000002.1	576394	575246
WB8	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	NZ_JBBJSM010000002.1	47237	45930
WB8	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	NZ_JBBJSM010000001.1	297970	299235
WB8	Carbohydrates	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	NZ_JBBJSM010000002.1	49255	48263
WB8	Carbohydrates	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	NZ_JBBJSM010000001.1	823439	822462
WB8	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	NZ_JBBJSM010000002.1	50721	49300
WB8	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	NZ_JBBJSM010000001.1	822305	820935
WB8	Carbohydrates	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	NZ_JBBJSM010000002.1	48250	47267
WB8	Carbohydrates	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	NZ_JBBJSM010000001.1	824558	823443
WB8	Carbohydrates	Dehydrogenase complexes	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	NZ_JBBJSM010000001.1	295127	297967
WB8	Carbohydrates	Dehydrogenase complexes	Cytosol aminopeptidase PepA (EC 3.4.11.1)	NZ_JBBJSM010000005.1	233351	234841
WB8	Carbohydrates	Pentose phosphate pathway	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	NZ_JBBJSM010000017.1	33469	32516
WB8	Carbohydrates	Pentose phosphate pathway	Transaldolase (EC 2.2.1.2)	NZ_JBBJSM010000003.1	275254	274610
WB8	Carbohydrates	Pentose phosphate pathway	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	NZ_JBBJSM010000002.1	14834	16324
WB8	Carbohydrates	Pentose phosphate pathway	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	NZ_JBBJSM010000001.1	662106	661459
WB8	Carbohydrates	Pentose phosphate pathway	6-phosphogluconolactonase (EC 3.1.1.31)	NZ_JBBJSM010000007.1	122959	124005
WB8	Carbohydrates	Pentose phosphate pathway	Transketolase (EC 2.2.1.1)	NZ_JBBJSM010000001.1	516823	514817
WB8	Carbohydrates	Pentose phosphate pathway	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	NZ_JBBJSM010000002.1	25718	24306
WB8	Carbohydrates	Glyoxylate bypass	Malate synthase G (EC 2.3.3.9)	NZ_JBBJSM010000001.1	398304	400484
WB8	Carbohydrates	Glyoxylate bypass	Isocitrate lyase (EC 4.1.3.1)	NZ_JBBJSM010000004.1	19891	21174
WB8	Carbohydrates	Glyoxylate bypass	Citrate synthase (si) (EC 2.3.3.1)	NZ_JBBJSM010000001.1	186502	185396
WB8	Carbohydrates	Glyoxylate bypass	Aconitate hydratase (EC 4.2.1.3)	NZ_JBBJSM010000001.1	507727	505001
WB8	Carbohydrates	Glyoxylate bypass	Malate dehydrogenase (EC 1.1.1.37)	NZ_JBBJSM010000002.1	385311	384373
WB8	Carbohydrates	TCA Cycle	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	NZ_JBBJSM010000001.1	820930	819518
WB8	Carbohydrates	TCA Cycle	Malate dehydrogenase (EC 1.1.1.37)	NZ_JBBJSM010000002.1	385311	384373
WB8	Carbohydrates	TCA Cycle	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	NZ_JBBJSM010000002.1	386659	385391
WB8	Carbohydrates	TCA Cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	NZ_JBBJSM010000001.1	635798	634896
WB8	Carbohydrates	TCA Cycle	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	NZ_JBBJSM010000001.1	295127	297967
WB8	Carbohydrates	TCA Cycle	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	NZ_JBBJSM010000001.1	297970	299235
WB8	Carbohydrates	TCA Cycle	Aconitate hydratase (EC 4.2.1.3)	NZ_JBBJSM010000001.1	507727	505001
WB8	Carbohydrates	TCA Cycle	Citrate synthase (si) (EC 2.3.3.1)	NZ_JBBJSM010000001.1	186502	185396
WB8	Carbohydrates	TCA Cycle	Fumarate hydratase class II (EC 4.2.1.2)	NZ_JBBJSM010000005.1	85552	86937
WB8	Carbohydrates	TCA Cycle	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	NZ_JBBJSM010000012.1	323	1855
WB8	Carbohydrates	TCA Cycle	Malate:quinone oxidoreductase (EC 1.1.5.4)	NZ_JBBJSM010000003.1	417119	415620
WB8	Carbohydrates	TCA Cycle	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	NZ_JBBJSM010000001.1	636977	635817
WB8	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	NZ_JBBJSM010000002.1	513342	514931
WB8	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	NADP-dependent malic enzyme (EC 1.1.1.40)	NZ_JBBJSM010000002.1	397428	396193
WB8	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	NZ_JBBJSM010000001.1	179041	176291
WB8	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Pyruvate kinase (EC 2.7.1.40)	NZ_JBBJSM010000002.1	392240	390480
WB8	Carbohydrates	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.79)	NZ_JBBJSM010000005.1	212327	213286
WB8	Carbohydrates	Glycolate, glyoxylate interconversions	Phosphoglycolate phosphatase (EC 3.1.3.18)	NZ_JBBJSM010000007.1	187112	186447
WB8	Carbohydrates	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	NZ_JBBJSM010000001.1	394031	395332
WB8	Carbohydrates	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.26)	NZ_JBBJSM010000005.1	212327	213286
WB8	Carbohydrates	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	NZ_JBBJSM010000001.1	396696	398159
WB8	Carbohydrates	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	NZ_JBBJSM010000001.1	395334	396692
WB8	Carbohydrates	Glycolate, glyoxylate interconversions	Hydroxypyruvate reductase (EC 1.1.1.81)	NZ_JBBJSM010000005.1	212327	213286
WB8	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetyltransferase AcuA, acetyl-CoA synthetase inhibitor	NZ_JBBJSM010000002.1	450312	450944
WB8	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	NZ_JBBJSM010000001.1	820930	819518
WB8	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Aldehyde dehydrogenase (EC 1.2.1.3)	NZ_JBBJSM010000001.1	310700	309213
WB8	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	NAD-independent protein deacetylase AcuC	NZ_JBBJSM010000002.1	451598	452797
WB8	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Phosphate acetyltransferase (EC 2.3.1.8)	NZ_JBBJSM010000003.1	319211	318240
WB8	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	NZ_JBBJSM010000001.1	822305	820935
WB8	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	NZ_JBBJSM010000001.1	823439	822462
WB8	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetate kinase (EC 2.7.2.1)	NZ_JBBJSM010000002.1	417910	416723
WB8	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	NZ_JBBJSM010000001.1	824558	823443
WB8	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetate permease ActP (cation/acetate symporter)	NZ_JBBJSM010000004.1	213879	215444
WB8	Carbohydrates	Methylglyoxal Metabolism	Aldehyde dehydrogenase (EC 1.2.1.3)	NZ_JBBJSM010000001.1	310700	309213
WB8	Carbohydrates	Methylglyoxal Metabolism	Methylglyoxal synthase (EC 4.2.3.3)	NZ_JBBJSM010000001.1	27602	28030
WB8	Carbohydrates	Methylglyoxal Metabolism	Aldehyde dehydrogenase A (EC 1.2.1.22)	NZ_JBBJSM010000007.1	39897	41345
WB8	Carbohydrates	Pyruvate Alanine Serine Interconversions	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	NZ_JBBJSM010000002.1	328359	327454
WB8	Carbohydrates	Pyruvate Alanine Serine Interconversions	Alanine racemase (EC 5.1.1.1)	NZ_JBBJSM010000015.1	49305	50486
WB8	Carbohydrates	Pyruvate Alanine Serine Interconversions	D-alanine aminotransferase (EC 2.6.1.21)	NZ_JBBJSM010000009.1	77407	76550
WB8	Carbohydrates	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, alpha subunit (EC 4.3.1.17)	NZ_JBBJSM010000001.1	657080	656193
WB8	Carbohydrates	Pyruvate Alanine Serine Interconversions	Alanine dehydrogenase (EC 1.4.1.1)	NZ_JBBJSM010000002.1	407962	406844
WB8	Carbohydrates	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, beta subunit (EC 4.3.1.17)	NZ_JBBJSM010000001.1	657769	657107
WB8	Carbohydrates	Lactose and Galactose Uptake and Utilization	Aldose 1-epimerase (EC 5.1.3.3)	NZ_JBBJSM010000006.1	211304	210267
WB8	Carbohydrates	Lactose and Galactose Uptake and Utilization	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	NZ_JBBJSM010000006.1	212808	211255
WB8	Carbohydrates	Lactose and Galactose Uptake and Utilization	UDP-glucose 4-epimerase (EC 5.1.3.2)	NZ_JBBJSM010000001.1	410862	411800
WB8	Carbohydrates	Lactose and Galactose Uptake and Utilization	Galactokinase (EC 2.7.1.6)	NZ_JBBJSM010000006.1	214981	213800
WB8	Carbohydrates	Sucrose utilization	Sucrose-6-phosphate hydrolase (EC 3.2.1.26)	NZ_JBBJSM010000003.1	330215	328782
WB8	Carbohydrates	Sucrose utilization	Fructokinase (EC 2.7.1.4)	NZ_JBBJSM010000003.1	331184	330234
WB8	Carbohydrates	Acetyl-CoA fermentation to Butyrate	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	NZ_JBBJSM010000001.1	806417	805533
WB8	Carbohydrates	Acetyl-CoA fermentation to Butyrate	3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55)	NZ_JBBJSM010000007.1	100089	99307
WB8	Carbohydrates	Acetyl-CoA fermentation to Butyrate	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	NZ_JBBJSM010000001.1	810700	809525
WB8	Carbohydrates	Acetyl-CoA fermentation to Butyrate	Electron transfer flavoprotein, alpha subunit	NZ_JBBJSM010000002.1	344029	343052
WB8	Carbohydrates	Acetyl-CoA fermentation to Butyrate	Enoyl-CoA hydratase (EC 4.2.1.17)	NZ_JBBJSM010000001.1	747250	746468
WB8	Carbohydrates	Acetyl-CoA fermentation to Butyrate	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	NZ_JBBJSM010000001.1	806417	805533
WB8	Carbohydrates	Acetyl-CoA fermentation to Butyrate	3-hydroxybutyrate dehydrogenase (EC 1.1.1.30)	NZ_JBBJSM010000001.1	270634	269858
WB8	Carbohydrates	Acetyl-CoA fermentation to Butyrate	Electron transfer flavoprotein, beta subunit	NZ_JBBJSM010000002.1	344860	344087
WB8	Carbohydrates	Acetolactate synthase subunits	Acetolactate synthase small subunit (EC 2.2.1.6)	NZ_JBBJSM010000002.1	325327	324812
WB8	Carbohydrates	Acetolactate synthase subunits	Acetolactate synthase large subunit (EC 2.2.1.6)	NZ_JBBJSM010000002.1	327042	325324
WB8	Carbohydrates	Butanol Biosynthesis	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	NZ_JBBJSM010000001.1	810700	809525
WB8	Carbohydrates	Butanol Biosynthesis	Enoyl-CoA hydratase (EC 4.2.1.17)	NZ_JBBJSM010000001.1	747250	746468
WB8	Carbohydrates	Butanol Biosynthesis	Alcohol dehydrogenase (EC 1.1.1.1)	NZ_JBBJSM010000006.1	40325	39105
WB8	Carbohydrates	Butanol Biosynthesis	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	NZ_JBBJSM010000001.1	806417	805533
WB8	Carbohydrates	Fermentations: Lactate	L-lactate dehydrogenase (EC 1.1.1.27)	NZ_JBBJSM010000005.1	47206	46241
WB8	Carbohydrates	Fermentations: Lactate	Phosphate acetyltransferase (EC 2.3.1.8)	NZ_JBBJSM010000003.1	319211	318240
WB8	Carbohydrates	Fermentations: Lactate	Acetate kinase (EC 2.7.2.1)	NZ_JBBJSM010000002.1	417910	416723
WB8	Carbohydrates	One-carbon metabolism by tetrahydropterines	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	NZ_JBBJSM010000001.1	90232	91917
